,,,,,,,,,With High Seas,,,,Without High Seas,,,,
,,,,,,,,,Outbound_Inbound,,Outbound_inbound,,Outbound_Inbound,,Outbound_inbound,,Clear
,ISO3,,CSCC-DJO,,,CSCC-Tol,,,Transfer_T_wealth_DJO,,Transfer_T_wealth_Tol,,Transfer_T_wealth_DJO,,Transfer_T_wealth_Tol,,
,,,USD(2020)/tCO2,,,USD(2020)/tCO2,,,b USD(2020) (10^9),,b USD(2020) (10^9),,b USD(2020) (10^9),,b USD(2020) (10^9),,123
,,,Mean,Std,Var,Mean,Std,Var,Mean,Std,Mean,Std,Mean,Std,Mean,Std,
52,IND,India,3.983578947,2.418526984,5.849272773,6.967538074,2.982199652,8.893514765,-25.93680663,25.41081883,-69.56524864,32.06903535,-1.962176049,10.56042385,-27.63206405,13.13653572,1
53,IRN,Iran,0.693536614,0.26253434,0.068924279,0.200413879,0.085227312,0.007263695,-6.104352102,2.882320255,-1.92637587,0.922350153,-1.930395885,1.19993245,-0.720212071,0.381693845,1
54,CUB,Cuba,0.091008324,0.03257426,0.001061082,0.02140585,0.009112843,8.30E-05,1.329691388,0.512684765,0.070843807,0.112967503,1.877412666,0.394482964,0.199672018,0.068615948,1
55,COL,Colombia,0.666053134,0.341863442,0.116870613,0.108448643,0.046078536,0.002123232,-2.213140852,3.709359152,-0.519721559,0.510422742,1.795409759,1.672740829,0.132961919,0.234080667,1
56,DOM,Dominican Republic,0.138941049,0.076281688,0.005818896,0.020644227,0.008731329,7.62E-05,0.912171195,0.891703267,0.088183317,0.110367181,1.748369087,0.503646447,0.212427804,0.069123358,1
57,PAN,Panama,0.09335421,0.039569293,0.001565729,0.00646192,0.00270814,7.33E-06,1.1707627,0.548960485,0.206850164,0.059687465,1.732602372,0.386483072,0.245740357,0.053376025,1
58,GNQ,Equatorial Guinea,0.060556277,0.022873469,0.000523196,0.000813487,0.000342711,1.17E-07,1.332894273,0.403058148,0.242424889,0.047875593,1.697344026,0.332142317,0.247320751,0.047756214,1
59,JAM,Jamaica,0.017420032,0.011015429,0.00012134,0.005530567,0.002355067,5.55E-06,1.57088416,0.305402812,0.167781691,0.049744893,1.675724266,0.286622666,0.201066659,0.04400637,1
60,LBY,Libya,0.17672071,0.083243735,0.006929519,0.008521874,0.003526316,1.24E-05,0.52878098,0.968443659,0.213087796,0.068796976,1.592350646,0.527613112,0.264375539,0.059329612,1
61,LBR,Liberia,0.017322499,0.013420645,0.000180114,0.062571644,0.026707786,0.000713306,1.44004138,0.296410349,-0.434333191,0.291444023,1.544294495,0.267622887,-0.057754225,0.125608159,0
62,IRQ,Iraq,0.362686737,0.236116228,0.055750873,0.112103374,0.047690936,0.002274425,-3.713245695,2.479991507,-1.149111792,0.516118682,-1.530464668,1.025147495,-0.474432811,0.213346547,1
63,ETH,Ethiopia,0.35595457,0.292203699,,1.421825757,0.60628844,,-3.651809122,2.99777619,-14.58679481,6.220034365,-1.509544735,1.239187787,-6.029728982,2.57116947,1
64,KAZ,Kazakhstan,0.348779521,0.129996215,,0.031859496,0.01357209,,-3.578198857,1.333657168,-0.32685294,0.139238785,-1.479116532,0.551292548,-0.135110878,0.057556999,1
65,UGA,Uganda,0.320458803,0.259550736,,0.400173691,0.170128155,,-3.287650952,2.662782914,-4.105461933,1.745378767,-1.359013031,1.100711947,-1.69707075,0.721485499,1
66,NIC,Nicaragua,0.011597131,0.006802456,4.63E-05,0.030287399,0.012936584,0.000167355,1.254819073,0.233232478,-0.134429326,0.143835682,1.324614838,0.223881729,0.047851287,0.066798964,1
67,AGO,Angola,0.443907254,0.261851029,0.068565961,0.062661765,0.026653931,0.000710432,-1.368067407,2.807893728,-0.23400131,0.29840462,1.303528303,1.249440975,0.143120039,0.142020444,1
68,HND,Honduras,0.047828767,0.030438977,0.000926531,0.034921093,0.014886596,0.000221611,0.862730343,0.387428333,-0.184582762,0.164342772,1.150581299,0.255414402,0.025585107,0.07424732,1
69,AFG,Afghanistan,0.267910528,0.193592647,,0.336531094,0.143958871,,-2.748547691,1.986105682,-3.452539803,1.476902846,-1.136164448,0.820994547,-1.427172973,0.610505873,1
70,SEN,Senegal,0.074818999,0.059191801,0.003503669,0.092539601,0.039415231,0.00155356,0.659305386,0.658360611,-0.766273967,0.427690062,1.1095934,0.343478375,-0.209336905,0.179459345,0
71,GAB,Gabon,0.044802893,0.018627956,0.000347001,0.002707017,0.001134141,1.29E-06,0.836700772,0.290914092,0.13858393,0.033963448,1.106340919,0.225382414,0.154875743,0.032067122,1
