,,(Country) Social Cost of carbon,,CSCC-Tol,,(National) CO2 Prices,,,,(National) CO2 Prices with Ocean Weakening,,,,(National) CO2 Prices with 10% Ocean Carbon Sink Decrease,,,
,,DJO,,Tol ,,Low NDCs ambition,,High NDCs ambition,,Low NDCs ambition,,High NDCs ambition,,Low NDCs ambition,,High NDCs ambition,
,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,
,,Mean,Std,Mean,Std,Mean,Std,Mean,Std,Mean,Std,Mean,Std,Mean,Std,Mean,Std
KOR,KOR,3.172991919,0.33362016,0.040460517,0.018583171,66.32163997,34.55919028,66.32163997,34.55919028,67.04716025,34.59061284,67.04716025,34.59061284,67.77729741,34.62060252,67.77729741,34.62060252
SLB,SLB,0.003358461,0.001918432,0.003264837,0.001389734,2.521143156,3.065359923,113.2000786,16.64644531,293.6123274,21.5106643,293.6123274,21.5106643,293.6123274,21.5106643,293.6123274,21.5106643
PRT,PRT,0.443277675,0.043112749,0.009023501,0.004067781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRL,IRL,0.739046008,0.10818713,0.002705598,0.00137667,91.53098673,40.28032958,91.53098673,40.28032958,116.1743868,42.97602279,116.1743868,42.97602279,144.0356297,44.96971965,144.0356297,44.96971965
PHL,PHL,0.401954793,0.23280161,0.448750803,0.19144995,0.073122033,0.17837297,345.0621699,21.2056713,0.904220215,0.485210419,345.0621699,21.2056713,3.063493881,0.697400085,345.0621699,21.2056713
PNG,PNG,0.032230024,0.017085895,0.042623319,0.01819535,0.2422782,0.494929251,110.1831569,16.36690141,226.2383138,22.81925424,289.7319883,21.22638239,289.7319883,21.22638239,289.7319883,21.22638239
MMR,MMR,0.042731442,0.031023175,0,0,31.16308722,9.738526707,68.7772112,11.55152939,40.24742856,10.4281753,82.14110981,11.78910884,50.54006044,10.97105078,96.71329895,11.94645332
VNM,VNM,0.149720753,0.053216793,0.544405056,0.233301063,0,0,0,0,0.017207589,0.003547777,0.017207589,0.003547777,0.068830356,0.014191106,0.068830356,0.014191106
WSM,WSM,0.000776022,0.00054017,0.000594183,0.000255389,1.602164673,2.222693943,89.54584304,15.2612472,284.5582028,20.84733985,284.5582028,20.84733985,284.5582028,20.84733985,284.5582028,20.84733985
UKR,UKR,0.192261979,0.052987927,0.154906127,0.066975377,5.116121892,6.960077472,5.116121892,6.960077472,5.359851208,7.121521713,5.359851208,7.121521713,5.613631325,7.282003625,5.613631325,7.282003625
ATG,ATG,0,0,9.66746E-05,4.10146E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
URY,URY,0.041727373,0.020467074,0.005082279,0.002142359,31.54041311,20.0234546,64.70659355,25.75081886,58.61921827,24.944391,102.5684288,29.44742231,94.7786605,28.83050493,149.510901,32.17751268
BGR,BGR,0.092393498,0.026013414,0.014688152,0.006306924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROU,ROU,0.271988813,0.099192184,0.037445326,0.01595709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNB,GNB,0.005037746,0.003224552,0.016997372,0.007278917,0,0,0,0,348.9932811,41.25081953,348.9932811,41.25081953,388.6090575,33.71455397,388.6090575,33.71455397
MYS,MYS,0.527815821,0.209660046,0.04901018,0.020502045,18.91229058,7.641974322,18.91229058,7.641974322,19.81061449,7.761872712,19.81061449,7.761872712,20.73123798,7.878552245,20.73123798,7.878552245
TUR,TUR,3.067685254,1.590693243,0.105836695,0.044100327,0,0,0,0,0.003412613,0.000870622,0.003412613,0.000870622,0.013650454,0.003482489,0.013650454,0.003482489
TUN,TUN,0.11345608,0.035466289,0.024605265,0.01047585,0,0,34.42125469,6.229584051,0.040193489,0.004667889,36.79771634,6.40396407,0.160773956,0.018671556,39.25456496,6.576525237
GIN,GIN,0.020813597,0.013544692,0.14659395,0.062676118,0,0,0,0,2.686843026,0.781812776,2.686843026,0.781812776,10.7473721,3.127251104,10.7473721,3.127251104
DEU,DEU,9.426689599,1.103474941,0.052421894,0.025977467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLW,PLW,0,0,2.74196E-05,1.14367E-05,253.5154897,18.57308459,253.5154897,18.57308459,253.5154897,18.57308459,253.5154897,18.57308459,253.5154897,18.57308459,253.5154897,18.57308459
GEO,GEO,0.014796934,0.006472613,0.015918487,0.006873436,18.06970177,12.03896869,43.75251496,13.95322784,19.12364062,12.19393582,45.45162803,13.99818145,20.21173003,12.34269022,47.18489167,14.03795121
CMR,CMR,0.076680682,0.040549421,0.131545517,0.056097409,0,0,0,0,0.010623057,0.001576647,0.010623057,0.001576647,0.04249223,0.006306588,0.04249223,0.006306588
ARE,ARE,1.206424,0.279906562,0.009425575,0.0041482,64.75791283,21.01927085,64.75791283,21.01927085,65.12157512,21.08150501,65.12157512,21.08150501,65.48628785,21.14374386,65.48628785,21.14374386
BGD,BGD,0.225386301,0.105388251,1.366317328,0.584289205,0,0,0.064490573,0.157968998,0.005734794,0.00125681,0.082992632,0.188291966,0.022939177,0.005027239,0.112964279,0.216732001
MLT,MLT,0,0,0.000380764,0.000168057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP,ESP,4.055501032,0.351039066,0.034754614,0.016345777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KWT,KWT,0.606714437,0.195828667,0.002586683,0.001200152,45.27024794,16.31617536,45.27024794,16.31617536,45.37991651,16.33667988,45.37991651,16.33667988,45.48972315,16.35718157,45.48972315,16.35718157
HRV,HRV,0.152133374,0.043052823,0.005015228,0.002120902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ITA,ITA,5.121909263,0.403300508,0.042462498,0.020400974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEL,BEL,1.441867607,0.215530452,0.006974547,0.003461509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMB,GMB,0.004956641,0.003127113,0.017433214,0.007420435,0,0,17.69421617,4.650599822,4.556034692,0.612558227,39.9497443,6.569184768,18.22413877,2.450232908,71.31734183,8.43963266
SGP,SGP,0,0,0.003619561,0.001757446,58.37959319,12.54819363,58.37959319,12.54819363,58.39897359,12.54924643,58.39897359,12.54924643,58.41835729,12.55029893,58.41835729,12.55029893
DZA,DZA,0.330147802,0.167914322,0.102155242,0.043450625,2.183447381,1.291660266,14.81947067,4.052961221,2.293487928,1.34460099,15.13344267,4.091963642,2.406922633,1.397374488,15.45080883,4.130777112
BHR,BHR,0,0,0.001326295,0.000574123,0,0,0,0,0.000231347,2.71342E-05,0.000231347,2.71342E-05,0.000925389,0.000108537,0.000925389,0.000108537
AFG,AFG,0.267910528,0.193592647,0.336531094,0.143958871,0,0,0,0,0,0,0,0,0,0,0,0
AGO,AGO,0.443907254,0.261851029,0.062661765,0.026653931,27.90692584,5.401351558,55.58520771,7.202904898,43.74042689,6.500503589,77.27615646,8.428906552,63.16456833,7.633243099,102.5577456,9.913523944
ALB,ALB,0.030069526,0.011613424,0.007807309,0.003339439,0.627472834,1.037675995,0.627472834,1.037675995,0.941172103,1.372738896,0.941172103,1.372738896,1.425881792,1.678024114,1.425881792,1.678024114
ARM,ARM,0.011783271,0.005393582,0.010326274,0.004444173,0.148451356,0.363630075,0.148451356,0.363630075,0.148451356,0.363630075,0.148451356,0.363630075,0.148451356,0.363630075,0.148451356,0.363630075
AUT,AUT,1.351872029,0.178989321,0.005251347,0.002626916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZE,AZE,0.075299735,0.03268951,0.024177035,0.010330627,4.371082689,7.847936542,4.371082689,7.847936542,4.371082689,7.847936542,4.371082689,7.847936542,4.371082689,7.847936542,4.371082689,7.847936542
BDI,BDI,0.022937526,0.017302309,0.199336833,0.085204569,3.357288458,1.863626214,12.63724352,4.065319189,3.357288458,1.863626214,12.63724352,4.065319189,3.357288458,1.863626214,12.63724352,4.065319189
BEN,BEN,0.070241119,0.053600495,0.087034543,0.037105172,0,0,0,0,0.079153845,0.012278202,0.079153845,0.012278202,0.316615381,0.049112807,0.316615381,0.049112807
BFA,BFA,0.174569152,0.144322689,0.15798208,0.067517103,0,0,0,0,0,0,0,0,0,0,0,0
BHS,BHS,0.035220075,0.013394158,0.000317254,0.000143466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIH,BIH,0.030176731,0.006652558,0.009227234,0.003969782,83.10688623,41.07966766,100.5201831,43.63826575,83.10688623,41.07966766,100.5201831,43.63826575,83.10688623,41.07966766,100.5201831,43.63826575
BLR,BLR,0.13405353,0.038566356,0.018440583,0.007895071,41.20555589,15.43426684,57.11515082,16.61941166,41.20555589,15.43426684,57.11515082,16.61941166,41.20555589,15.43426684,57.11515082,16.61941166
BLZ,BLZ,0.004653265,0.002854438,0.000707809,0.00029994,0,0,0,0,15.52388033,2.118682207,15.52388033,2.118682207,62.09552132,8.474728829,62.09552132,8.474728829
BOL,BOL,0.050760313,0.030262013,0.054019671,0.023095842,0,0,0,0,0,0,0,0,0,0,0,0
BRA,BRA,3.242610884,2.009805828,0.356275941,0.150122688,65.70221864,44.22164601,224.9416682,76.18161008,75.81336931,48.16307468,245.3893194,77.87651863,86.88515342,51.93626396,266.797604,79.34839901
BRN,BRN,0.03071388,0.010857298,0.000342523,0.000157405,0.003837464,0.009399829,0.003837464,0.009399829,0.055059964,0.031270727,0.055059964,0.031270727,0.189305936,0.051495998,0.189305936,0.051495998
BTN,BTN,0.007727678,0.003006573,0.002873493,0.001227147,0.347792507,0.63061484,0.347792507,0.63061484,0.347792507,0.63061484,0.347792507,0.63061484,0.347792507,0.63061484,0.347792507,0.63061484
BWA,BWA,0.068782663,0.020507696,0.003505361,0.001466716,0,0,0,0,0,0,0,0,0,0,0,0
CAF,CAF,0.027333645,0.022688437,0.0452673,0.019367452,56.8698415,7.970172644,83.84032919,9.510092,56.8698415,7.970172644,83.84032919,9.510092,56.8698415,7.970172644,83.84032919,9.510092
CHE,CHE,1.788383583,0.206399816,0.004375663,0.002286166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIV,CIV,0.053777427,0.033190221,0.122450454,0.052029453,0,0,0.941131322,1.407308322,1.147978244,0.249654048,3.401842333,2.938346342,4.591912975,0.99861619,8.158509831,4.360465915
COD,COD,0.184300235,0.134315174,0.970817135,0.413746834,1.398298635,0.925815959,16.02836792,4.704339751,2.173026461,1.276420128,18.68041225,5.050068427,3.157483727,1.614652001,21.54218601,5.384131795
COG,COG,0.047956704,0.023421992,0.016195616,0.006895679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL,COL,0.666053134,0.341863442,0.108448643,0.046078536,90.22873363,28.36255309,90.22873363,28.36255309,101.6670133,29.38630979,101.6670133,29.38630979,113.812631,30.34677256,113.812631,30.34677256
COM,COM,0.004079639,0.003437828,0.0058013,0.002476254,0,0,8.821826985,3.389396435,396.4124522,34.39155305,396.4124522,34.39155305,396.4124522,34.39155305,396.4124522,34.39155305
CPV,CPV,0.002075774,0.001355386,0.001455943,0.000623015,35.25769516,6.179809609,45.98647768,6.894452723,371.4415891,32.225156,371.4415891,32.225156,371.4415891,32.225156,371.4415891,32.225156
CRI,CRI,0.093034886,0.039954747,0.009044329,0.003806309,80.87656144,30.064633,80.87656144,30.064633,230.5905894,40.97011348,230.5905894,40.97011348,459.1475998,48.68547548,459.1475998,48.68547548
CUB,CUB,0.091008324,0.03257426,0.02140585,0.009112843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP,CYP,0.064960947,0.017675494,0.00100852,0.000447598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZE,CZE,0.556070999,0.079758272,0.010141641,0.004412864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJI,DJI,0.003496891,0.001209138,0.00525313,0.002215737,0,0,7.370089156,3.118951966,1.399482096,0.188160172,14.94933168,4.497964747,5.597928382,0.752640688,25.3275384,5.704714195
DOM,DOM,0.138941049,0.076281688,0.020644227,0.008731329,6.563087207,9.53398124,38.45736645,21.07647443,11.21511899,12.39079329,51.11580023,23.35251191,17.8150627,15.08550715,65.72214594,25.42933005
ECU,ECU,0.13799578,0.078458517,0.040474664,0.017213171,28.10733967,18.09819463,96.65027519,27.39369031,55.063053,23.07583582,144.3018312,30.23237039,91.80481992,27.00703521,201.7394407,32.21536686
EGY,EGY,0.299090455,0.136847506,0.341775188,0.146213989,0,0,0,0,0.003411731,0.000449153,0.003411731,0.000449153,0.013646923,0.001796613,0.013646923,0.001796613
ERI,ERI,0.019350278,0.016475332,0.110900236,0.047265825,0,0,17.27325811,4.353865343,29.32507449,3.942752163,91.01262871,9.152438367,117.300298,15.77100865,223.4021483,18.83243618
EST,EST,0.058214257,0.00778472,0.001527353,0.0006456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETH,ETH,0.35595457,0.292203699,1.421825757,0.60628844,0,0,0.529559231,0.471452291,0,0,0.529559231,0.471452291,0,0,0.529559231,0.471452291
FIN,FIN,1.289009272,0.206053094,0.003390195,0.00169049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAB,GAB,0.044802893,0.018627956,0.002707017,0.001134141,65.51436048,8.130565478,65.51436048,8.130565478,102.3078346,10.2337028,102.3078346,10.2337028,147.3180988,13.1062226,147.3180988,13.1062226
GHA,GHA,0.090901981,0.059355529,0.205155403,0.08755228,0,0,0,0,0.563873655,0.116563703,0.563873655,0.116563703,2.255494621,0.466254812,2.255494621,0.466254812
GNQ,GNQ,0.060556277,0.022873469,0.000813487,0.000342711,4.705738708,2.256579719,79.35827506,8.637746481,30.0028424,5.638467212,150.7510923,13.17196711,78.10942902,8.566863616,244.9533925,20.66747854
GRC,GRC,0.586794401,0.046195452,0.009116918,0.004184286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTM,GTM,0.131560257,0.093507196,0.049446676,0.021079284,0,0,0.004616541,0.011308169,0.210884504,0.029013882,0.238312308,0.051021284,0.843538017,0.116055529,0.893777084,0.091907548
GUY,GUY,0.002195735,0.001377632,0.003893907,0.001679794,0.054960456,0.134625072,510.0502418,39.5647397,9.741020364,0.969815755,510.0502418,39.5647397,37.76594335,3.531377076,510.0502418,39.5647397
HND,HND,0.047828767,0.030438977,0.034921093,0.014886596,3.324324469,6.424281296,18.53831082,15.50650793,8.976022823,10.01236711,32.47806762,19.47346929,19.10822465,13.15964939,50.89832789,23.01777589
HTI,HTI,0.017556077,0.01033965,0.101746305,0.043593962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUN,HUN,0.27899956,0.032997812,0.010973411,0.004659599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDN,IDN,0.461671778,0.200035082,1.037242901,0.444074415,13.29921294,7.05196945,57.34297237,11.1260856,17.61073196,7.848008719,66.32234915,11.5550476,22.5911072,8.556027884,75.97058217,12.0012356
IND,IND,3.983578947,2.418526984,6.967538074,2.982199652,0,0,1.698364039,3.369965553,0.001457904,0.000352614,1.750517428,3.433945003,0.005831615,0.001410456,1.805586625,3.497514281
IRN,IRN,0.693536614,0.26253434,0.200413879,0.085227312,5.017781558,3.867500128,13.23849516,7.440016199,5.073011659,3.901568115,13.33855665,7.471847592,5.128668245,3.935613057,13.43904463,7.503644574
IRQ,IRQ,0.362686737,0.236116228,0.112103374,0.047690936,0,0,0,0,2.52926E-07,2.8332E-08,2.52926E-07,2.8332E-08,1.0117E-06,1.13328E-07,1.0117E-06,1.13328E-07
ISR,ISR,1.38957363,0.174345961,0.006608917,0.003007104,123.4522333,26.61663914,123.4522333,26.61663914,124.2242844,26.6929428,124.2242844,26.6929428,124.9987813,26.76921739,124.9987813,26.76921739
JAM,JAM,0.017420032,0.011015429,0.005530567,0.002355067,53.07820833,17.1036067,59.825092,17.47871026,94.3253332,18.25536,103.3484544,18.23580821,147.8082034,17.29965548,159.1075622,16.89469772
JOR,JOR,0.050456388,0.016692092,0.019331729,0.008161658,0,0,15.46764846,9.762333181,0,0,15.46764846,9.762333181,0,0,15.46764846,9.762333181
KAZ,KAZ,0.348779521,0.129996215,0.031859496,0.01357209,19.48408314,10.97975715,33.47425754,11.66381182,19.48408314,10.97975715,33.47425754,11.66381182,19.48408314,10.97975715,33.47425754,11.66381182
KEN,KEN,0.184735173,0.120962114,0.372209076,0.158223886,0,0,4.824234558,2.564655432,0.311461227,0.050287768,7.426392705,3.352795047,1.245844907,0.201151073,10.65147331,4.100919756
KGZ,KGZ,0.007509882,0.00302622,0.047081853,0.020177227,0.840832565,2.059610743,6.809463666,8.698299986,0.840832565,2.059610743,6.809463666,8.698299986,0.840832565,2.059610743,6.809463666,8.698299986
KHM,KHM,0.024700644,0.013119406,0.118511372,0.05075741,0,0,5.575258657,4.705396,0.02300007,0.004969087,6.213051839,4.98337063,0.092000281,0.019876347,6.89684516,5.255130705
LAO,LAO,0.013718452,0.007988123,0.052052627,0.022260703,31.30617884,9.151113621,31.30617884,9.151113621,31.30617884,9.151113621,31.30617884,9.151113621,31.30617884,9.151113621,31.30617884,9.151113621
LBN,LBN,0.081485447,0.02968978,0.006712946,0.002808974,1.847907594,1.630420836,15.54294211,8.865331076,1.981963,1.73338192,16.00014212,9.020172795,2.123476897,1.836123532,16.46480063,9.174794925
LBR,LBR,0.017322499,0.013420645,0.062571644,0.026707786,0,0,11.17345174,3.661659872,155.758429,20.94169899,248.5422103,20.96876815,362.0775154,31.41275711,362.0775154,31.41275711
LBY,LBY,0.17672071,0.083243735,0.008521874,0.003526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKA,LKA,0.069651442,0.03746873,0.085482831,0.036697942,1.013699837,1.474479144,7.065719204,5.41425025,4.90244146,3.233796616,16.06785545,7.687789736,13.04996042,4.423909895,29.32876902,9.327620132
LSO,LSO,0.008328002,0.004006774,0.012795489,0.005487223,6.486676793,2.684603791,42.59491909,6.378414284,6.486676793,2.684603791,42.59491909,6.378414284,6.486676793,2.684603791,42.59491909,6.378414284
LTU,LTU,0.099288703,0.033678663,0.004304605,0.001807041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUX,LUX,0.333725175,0.062358108,0.000247987,0.000136119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVA,LVA,0.053107884,0.014613265,0.003256449,0.001375142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,MAR,0.179397507,0.099121413,0.103032017,0.044032538,18.24354058,4.774777149,82.62964671,9.547893897,22.66358574,5.262418981,91.85723442,10.15537021,27.57480995,5.733273161,101.5760012,10.81062782
MDA,MDA,0.003305917,0.001422399,0.01984475,0.008561813,0,0,180.7555438,25.77499922,0,0,180.7555438,25.77499922,0,0,180.7555438,25.77499922
MEX,MEX,3.923149495,2.41995913,0.172543521,0.071712041,8.704150034,10.47786684,29.90512757,17.6941425,11.65131069,12.03870943,35.9928626,18.90817733,15.22151012,13.54323079,42.7036364,20.04485472
MKD,MKD,0.025965467,0.005472753,0.00508657,0.002182239,176.7749362,51.72153698,176.7749362,51.72153698,176.7749362,51.72153698,176.7749362,51.72153698,176.7749362,51.72153698,176.7749362,51.72153698
MLI,MLI,0.11086897,0.087088373,0.131754957,0.056424636,0,0,0,0,0,0,0,0,0,0,0,0
MNE,MNE,0.009609971,0.002837656,0.001222356,0.00052253,76.41112194,41.69212382,76.41112194,41.69212382,81.06182094,42.59830786,81.06182094,42.59830786,85.87005147,43.47094194,85.87005147,43.47094194
MNG,MNG,0.013614458,0.005647082,0.013589932,0.005814396,74.50674352,15.74623604,84.83591231,17.17839619,74.50674352,15.74623604,84.83591231,17.17839619,74.50674352,15.74623604,84.83591231,17.17839619
MOZ,MOZ,0.188330057,0.143439383,0.27547883,0.117753234,0,0,112.4685163,19.13737094,27.32302766,5.712034278,250.3570431,41.35417223,109.2921107,22.84813711,438.7418132,74.37700761
MRT,MRT,0.011667961,0.005658015,0.02624309,0.011178436,7.108280644,2.880811808,208.2375114,17.58341684,26.22769137,5.359234916,286.54318,24.34872854,57.84312953,7.458418097,358.9561575,31.14195748
MWI,MWI,0.15118466,0.125694781,0.25892537,0.110284652,0,0,5.064034043,2.826350562,0,0,5.064034043,2.826350562,0,0,5.064034043,2.826350562
NER,NER,0.248110955,0.240174509,0.237676495,0.101072254,0,0,0,0,0,0,0,0,0,0,0,0
NGA,NGA,0.989321392,0.606629186,0.964819071,0.41187622,26.32773337,6.799268189,97.91009026,15.03902555,27.20148914,6.916154293,99.60282397,15.23441736,28.08984308,7.033436857,101.3101559,15.43199626
NIC,NIC,0.011597131,0.006802456,0.030287399,0.012936584,0,0,0,0,11.16802973,1.56631946,11.16802973,1.56631946,44.67211893,6.26527784,44.67211893,6.26527784
NLD,NLD,2.383599237,0.256574428,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL,NPL,0.122467685,0.110007239,0.307176784,0.131498638,1.326525646,1.821521579,1.326525646,1.821521579,1.326525646,1.821521579,1.326525646,1.821521579,1.326525646,1.821521579,1.326525646,1.821521579
OMN,OMN,0.16280489,0.081020976,0.003020103,0.001296716,4.246404409,3.434286833,4.246404409,3.434286833,6.473569188,4.723817533,6.473569188,4.723817533,9.338586338,5.972348508,9.338586338,5.972348508
PAK,PAK,0.600147375,0.383183968,1.277324605,0.544807159,0,0,0,0,0.003198055,0.000499693,0.003198055,0.000499693,0.01279222,0.001998773,0.01279222,0.001998773
PAN,PAN,0.09335421,0.039569293,0.00646192,0.00270814,0,0,0,0,4.955853021,0.727517975,4.955853021,0.727517975,19.82341209,2.910071899,19.82341209,2.910071899
PER,PER,0.386735181,0.212437365,0.073832581,0.031418742,13.31718348,14.66702067,67.40652349,28.97699477,23.74018298,19.038572,91.3046742,32.4409947,37.96481113,23.1500888,119.0044536,35.70113481
