,,(Country) Social Cost of carbon,,CSCC-Tol,,,(National) CO2 Prices,,,,(National) CO2 Prices with 5% Ocean Weakening,,,,(National) CO2 Prices with 10% Ocean Carbon Sink Decrease,,,
,,,,,,,alpha: country-splitting (main specification),,,,alpha: country-splitting (main specification),,,,alpha: country-splitting (main specification),,,
,,DJO,,Tol ,,,Low NDCs ambition,,High NDCs ambition,,Low NDCs ambition,,High NDCs ambition,,Low NDCs ambition,,High NDCs ambition,
,,USD(2020)/tCO2,,USD(2020)/tCO2,,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,
,,Mean,Std,Mean,Std,,Mean,Std,Mean,Std,Mean,Std,Mean,Std,Mean,Std,Mean,Std
VNM,VNM,0.149720753,0.053216793,0.544405056,0.233301063,,0,0,0,0,0.017207589,0.003547777,0.017207589,0.003547777,0.068830356,0.014191106,0.068830356,0.014191106
DOM,DOM,0.138941049,0.076281688,0.020644227,0.008731329,,2.247612163,5.128498183,29.04219131,18.93645238,4.744401214,7.364708442,40.00850225,21.38680288,9.18910219,9.400258426,52.92272512,23.63651903
ECU,ECU,0.13799578,0.078458517,0.040474664,0.017213171,,13.64765437,13.39977036,85.23332571,26.44335123,32.81498071,19.20010931,130.1867826,29.5412276,61.76836062,23.962168,184.926293,31.74498019
BLR,BLR,0.13405353,0.038566356,0.018440583,0.007895071,,35.4001345,14.83569002,52.8980459,16.35731593,35.4001345,14.83569002,52.8980459,16.35731593,35.4001345,14.83569002,52.8980459,16.35731593
GTM,GTM,0.131560257,0.093507196,0.049446676,0.021079284,,0,0,0,0,0.210884504,0.029013882,0.210884504,0.029013882,0.843538017,0.116055529,0.843538017,0.116055529
NPL,NPL,0.122467685,0.110007239,0.307176784,0.131498638,,1.097329985,1.563710044,1.097329985,1.563710044,1.097329985,1.563710044,1.097329985,1.563710044,1.097329985,1.563710044,1.097329985,1.563710044
YEM,YEM,0.117194126,0.072937212,0.153409684,0.06530558,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYR,SYR,0.11350629,0.062027564,0.092675825,0.039244149,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TUN,TUN,0.11345608,0.035466289,0.024605265,0.01047585,,0,0,27.48094034,5.667045197,0.040193489,0.004667889,29.60495894,5.848936651,0.160773956,0.018671556,31.80936453,6.028149561
MLI,MLI,0.11086897,0.087088373,0.131754957,0.056424636,,0,0,0,0,0,0,0,0,0,0,0,0
PAN,PAN,0.09335421,0.039569293,0.00646192,0.00270814,,0,0,0,0,4.955853021,0.727517975,4.955853021,0.727517975,19.82341209,2.910071899,19.82341209,2.910071899
TCD,TCD,0.093291874,0.060935367,0.089505098,0.038153581,,0,0,0,0,0,0,0,0,0,0,0,0
CRI,CRI,0.093034886,0.039954747,0.009044329,0.003806309,,71.55770276,28.82820199,71.55770276,28.82820199,214.3957809,40.21581412,214.3957809,40.21581412,436.0768414,47.996313,436.0768414,47.996313
BGR,BGR,0.092393498,0.026013414,0.014688152,0.006306924,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUB,CUB,0.091008324,0.03257426,0.02140585,0.009112843,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHA,GHA,0.090901981,0.059355529,0.205155403,0.08755228,,0,0,0,0,0.563873655,0.116563703,0.563873655,0.116563703,2.255494621,0.466254812,2.255494621,0.466254812
SRB,SRB,0.084259922,0.024408106,0.015975059,0.006857413,,95.60263794,43.51035834,95.60263794,43.51035834,95.60263794,43.51035834,95.60263794,43.51035834,95.60263794,43.51035834,95.60263794,43.51035834
LBN,LBN,0.081485447,0.02968978,0.006712946,0.002808974,,0.007445905,0.013834089,7.970588508,5.724837786,0.017401487,0.021877485,8.278750127,5.88401397,0.034815561,0.029598919,8.594370238,6.042999607
ZMB,ZMB,0.080749555,0.055023806,0.099697071,0.042453763,,0,0,4.882229498,2.69963289,0,0,4.882229498,2.69963289,0,0,4.882229498,2.69963289
CMR,CMR,0.076680682,0.040549421,0.131545517,0.056097409,,0,0,0,0,0.010623057,0.001576647,0.010623057,0.001576647,0.04249223,0.006306588,0.04249223,0.006306588
RWA,RWA,0.075517762,0.057233362,0.134978608,0.057548553,,0,0,28.08980436,7.621925036,0,0,28.08980436,7.621925036,0,0,28.08980436,7.621925036
AZE,AZE,0.075299735,0.03268951,0.024177035,0.010330627,,4.388818102,7.862235395,4.388818102,7.862235395,4.388818102,7.862235395,4.388818102,7.862235395,4.388818102,7.862235395,4.388818102,7.862235395
SEN,SEN,0.074818999,0.059191801,0.092539601,0.039415231,,0,0,8.600596614,3.440756833,1.042973185,0.15035382,15.44303267,4.644266135,4.171892738,0.601415282,24.3714151,5.749684399
BEN,BEN,0.070241119,0.053600495,0.087034543,0.037105172,,0,0,0,0,0.079153845,0.012278202,0.079153845,0.012278202,0.316615381,0.049112807,0.316615381,0.049112807
LKA,LKA,0.069651442,0.03746873,0.085482831,0.036697942,,0.218003533,0.431779311,4.360457718,4.162971995,2.9975225,1.192339414,11.40842816,6.725142314,10.0358188,1.701849532,22.71517593,8.650273796
BWA,BWA,0.068782663,0.020507696,0.003505361,0.001466716,,0,0,0,0,0,0,0,0,0,0,0,0
TKM,TKM,0.065714716,0.020586106,0.015591062,0.006647702,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNQ,GNQ,0.060556277,0.022873469,0.000813487,0.000342711,,1.745987962,1.077090097,82.93124267,8.841480625,21.00729566,4.394694538,155.6675773,13.52437209,63.07808628,7.090421232,251.2133949,21.21160169
MDG,MDG,0.060492809,0.045981027,0.311975947,0.132927794,,19.44284269,5.507958444,57.53183796,9.368432385,412.8817646,42.79727454,412.8817646,42.79727454,412.8817646,42.79727454,412.8817646,42.79727454
CIV,CIV,0.053777427,0.033190221,0.122450454,0.052029453,,0,0,1.245519566,1.758706232,1.147978244,0.249654048,3.983391332,3.440650816,4.591912975,0.99861619,9.017219586,4.98849525
UZB,UZB,0.051092288,0.022471525,0.207898362,0.088798844,,0,0,0,0,0,0,0,0,0,0,0,0
BOL,BOL,0.050760313,0.030262013,0.054019671,0.023095842,,0,0,0,0,0,0,0,0,0,0,0,0
JOR,JOR,0.050456388,0.016692092,0.019331729,0.008161658,,0,0,8.27843956,6.24475686,0,0,8.27843956,6.24475686,0,0,8.27843956,6.24475686
COG,COG,0.047956704,0.023421992,0.016195616,0.006895679,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HND,HND,0.047828767,0.030438977,0.034921093,0.014886596,,0.983881284,2.410007113,10.62519809,12.0605833,4.306096254,4.841320514,20.98757766,16.33921671,12.1088147,6.865568537,35.83046071,20.22217302
GAB,GAB,0.044802893,0.018627956,0.002707017,0.001134141,,62.59360785,7.96461583,62.59360785,7.96461583,98.64438806,10.01744902,98.64438806,10.01744902,142.9119584,12.80650092,142.9119584,12.80650092
SLV,SLV,0.042749907,0.027026346,0.017210467,0.007361022,,0,0,0,0,1.007093164,0.169263301,1.007093164,0.169263301,4.028372656,0.677053203,4.028372656,0.677053203
MMR,MMR,0.042731442,0.031023175,0,0,,33.88939206,9.971843872,78.71550556,11.73878858,43.35367628,10.61416369,92.98815474,11.9132876,54.02625102,11.11337563,108.4690945,12.0313041
URY,URY,0.041727373,0.020467074,0.005082279,0.002142359,,34.27020711,20.65999996,73.71652735,26.81353837,62.42323232,25.45749185,113.949357,30.24994794,99.6568946,29.22378178,163.2628238,32.74349605
NAM,NAM,0.037381761,0.013014622,0.005060408,0.002143182,,65.91235821,7.425733258,98.23479096,8.626677517,259.8793602,16.7761016,321.0334115,20.93035603,367.1166595,24.31260234,367.1166595,24.31260234
BHS,BHS,0.035220075,0.013394158,0.000317254,0.000143466,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNG,PNG,0.032230024,0.017085895,0.042623319,0.01819535,,0.150910156,0.335208832,132.1156691,17.15261886,224.2759058,23.10117235,289.7319883,21.22638239,289.7319883,21.22638239,289.7319883,21.22638239
TGO,TGO,0.030811332,0.022572021,0.072674257,0.030977071,,0.219747943,0.227694112,141.1996936,17.41225095,0.678107534,0.470336333,150.9627194,18.48630941,1.464040355,0.704132476,161.0533184,19.61603304
TTO,TTO,0.030717172,0.011690294,0.001313967,0.000570025,,0,0,0,0,0.018412892,0.003018248,0.018412892,0.003018248,0.073651566,0.01207299,0.073651566,0.01207299
BRN,BRN,0.03071388,0.010857298,0.000342523,0.000157405,,0,0,0,0,0.041511736,0.005271709,0.041511736,0.005271709,0.166046946,0.021086835,0.166046946,0.021086835
PRY,PRY,0.030342771,0.014372763,0.026782695,0.011430068,,21.84133825,18.87214295,81.58111843,32.19963178,21.84133825,18.87214295,81.58111843,32.19963178,21.84133825,18.87214295,81.58111843,32.19963178
BIH,BIH,0.030176731,0.006652558,0.009227234,0.003969782,,86.6345178,41.6537765,106.9592121,44.42867475,86.6345178,41.6537765,106.9592121,44.42867475,86.6345178,41.6537765,106.9592121,44.42867475
ALB,ALB,0.030069526,0.011613424,0.007807309,0.003339439,,0.070825935,0.163908182,0.070825935,0.163908182,0.220612555,0.273813184,0.220612555,0.273813184,0.541409596,0.360328511,0.541409596,0.360328511
CAF,CAF,0.027333645,0.022688437,0.0452673,0.019367452,,60.57940706,8.189037533,90.9611325,9.912692778,60.57940706,8.189037533,90.9611325,9.912692778,60.57940706,8.189037533,90.9611325,9.912692778
MKD,MKD,0.025965467,0.005472753,0.00508657,0.002182239,,149.7798184,50.19492813,149.7798184,50.19492813,149.7798184,50.19492813,149.7798184,50.19492813,149.7798184,50.19492813,149.7798184,50.19492813
KHM,KHM,0.024700644,0.013119406,0.118511372,0.05075741,,0,0,6.015193342,4.899896679,0.02300007,0.004969087,6.685066416,5.173561258,0.092000281,0.019876347,7.400939631,5.440868916
